0	ENSG00000243485	RP11-34P13.3
1	ENSG00000237613	FAM138A
2	ENSG00000186092	OR4F5
3	ENSG00000238009	RP11-34P13.7
4	ENSG00000239945	RP11-34P13.8
5	ENSG00000239906	RP11-34P13.14
6	ENSG00000241599	RP11-34P13.9
7	ENSG00000279928	FO538757.3
8	ENSG00000279457	FO538757.2
9	ENSG00000228463	AP006222.2
10	ENSG00000236743	RP5-857K21.15
